Edir,Edif
0.037751,0.002397
0.033608,0.002141
0.029464,0.001885
0.025321,0.001629
0.024247,0.001559
0.023172,0.001489
0.022098,0.001419
0.021024,0.001350
0.019950,0.001280
0.018876,0.001210
0.017801,0.001140
0.016727,0.001070
0.015653,0.001001
0.014579,0.000931
0.013504,0.000861
0.012430,0.000791
0.011356,0.000721
0.010282,0.000652
0.009208,0.000582
0.008133,0.000512
0.007059,0.000442
0.005985,0.000372
0.004911,0.000303
0.003837,0.000233
0.003760,0.000233
0.003683,0.000233
0.003606,0.000233
0.003530,0.000233
0.003453,0.000233
0.003376,0.000233
0.003299,0.000233
0.003223,0.000233
0.003146,0.000233
0.003069,0.000233
0.002992,0.000233
0.002916,0.000233
0.002839,0.000233
0.002762,0.000233
0.002686,0.000233
0.002609,0.000233
0.002532,0.000233
0.002455,0.000233
0.002379,0.000233
0.002302,0.000233
0.002225,0.000221
0.002148,0.000209
0.002072,0.000198
0.001995,0.000186
0.001918,0.000175
0.001842,0.000163
0.001765,0.000151
0.001688,0.000140
0.001611,0.000128
0.001535,0.000116
0.001458,0.000105
0.001381,0.000093
0.001304,0.000081
0.001228,0.000070
0.001151,0.000058
0.001074,0.000047
0.000997,0.000035
0.000921,0.000023
0.000844,0.000012
0.000767,0.000023
0.001458,0.000047
0.002148,0.000093
0.002839,0.000140
0.003530,0.000186
0.004220,0.000233
0.004911,0.000279
0.005601,0.000326
0.006292,0.000372
0.006982,0.000419
0.007673,0.000465
0.008364,0.000512
0.009054,0.000558
0.009745,0.000605
0.010435,0.000652
0.011126,0.000698
0.011816,0.000745
0.012507,0.000791
0.013198,0.000838
0.013888,0.000884
0.014579,0.000931
0.013888,0.000884
0.013198,0.000838
0.012507,0.000791
0.011816,0.000745
0.011126,0.000698
0.010435,0.000652
0.009745,0.000605
0.009054,0.000558
0.008364,0.000512
0.007673,0.000465
0.006982,0.000419
0.006292,0.000372
0.005601,0.000326
0.004911,0.000279
0.004220,0.000233
0.003530,0.000186
0.002839,0.000140
0.002148,0.000093
0.001458,0.000047
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000767,0.000000
0.000959,0.000012
0.001151,0.000023
0.001343,0.000035
0.001535,0.000047
0.001726,0.000058
0.001918,0.000070
0.002110,0.000081
0.002302,0.000093
0.002494,0.000105
0.002686,0.000116
0.002877,0.000128
0.003069,0.000140
0.003261,0.000151
0.003453,0.000163
0.003645,0.000175
0.003837,0.000186
0.004028,0.000198
0.004220,0.000209
0.004412,0.000221
0.004604,0.000233
0.005448,0.000279
0.006292,0.000326
0.007136,0.000372
0.007980,0.000419
0.008824,0.000465
0.009668,0.000512
0.010512,0.000558
0.011356,0.000605
0.012200,0.000652
0.013044,0.000698
0.013888,0.000745
0.014732,0.000791
0.015576,0.000838
0.016420,0.000884
0.017264,0.000931
0.018108,0.000977
0.018952,0.001024
0.019796,0.001070
0.020640,0.001117
0.021484,0.001163
0.024170,0.001315
0.026856,0.001466
0.029541,0.001617
0.032227,0.001769
0.034912,0.001920
0.037598,0.002071
0.040283,0.002222
0.042969,0.002374
0.045654,0.002525
0.048340,0.002676
0.051026,0.002827
0.053711,0.002979
0.056397,0.003130
0.059082,0.003281
0.061768,0.003432
0.064453,0.003584
0.067139,0.003735
0.069824,0.003886
0.072510,0.004037
0.075195,0.004189
0.074582,0.004154
0.073968,0.004119
0.073354,0.004084
0.072740,0.004049
0.072126,0.004014
0.071512,0.003979
0.070899,0.003944
0.070285,0.003909
0.069671,0.003874
0.069057,0.003840
0.068443,0.003805
0.067829,0.003770
0.067216,0.003735
0.066602,0.003700
0.065988,0.003665
0.065374,0.003630
0.064760,0.003595
0.064146,0.003560
0.063533,0.003525
0.062919,0.003490
0.061499,0.003409
0.060080,0.003328
0.058660,0.003246
0.057241,0.003165
0.055821,0.003083
0.054402,0.003002
0.052982,0.002920
0.051563,0.002839
0.050143,0.002757
0.048724,0.002676
0.047304,0.002595
0.045885,0.002513
0.044465,0.002432
0.043046,0.002350
0.041626,0.002269
0.040207,0.002187
0.038787,0.002106
0.037368,0.002024
0.035948,0.001943
0.034529,0.001862
0.038096,0.002048
0.041664,0.002234
0.045232,0.002420
0.048800,0.002606
0.052368,0.002792
0.055936,0.002979
0.059504,0.003165
0.063072,0.003351
0.066640,0.003537
0.070208,0.003723
0.073776,0.003909
0.077344,0.004096
0.080950,0.004282
0.084480,0.004468
0.088086,0.004654
0.091616,0.004840
0.095222,0.005026
0.098752,0.005212
0.102358,0.005399
0.105888,0.005585
0.104583,0.005515
0.103279,0.005445
0.101974,0.005375
0.100670,0.005306
0.099365,0.005236
0.098061,0.005166
0.096757,0.005096
0.095452,0.005026
0.094148,0.004956
0.092843,0.004887
0.091539,0.004817
0.090235,0.004747
0.088930,0.004677
0.087626,0.004607
0.086321,0.004538
0.085017,0.004468
0.083713,0.004398
0.082408,0.004328
0.081104,0.004258
0.079799,0.004189
0.080874,0.004247
0.081948,0.004305
0.083022,0.004363
0.084096,0.004421
0.085170,0.004479
0.086245,0.004538
0.087319,0.004596
0.088393,0.004654
0.089467,0.004712
0.090542,0.004770
0.091616,0.004829
0.092690,0.004887
0.093764,0.004945
0.094838,0.005003
0.095913,0.005061
0.096987,0.005119
0.098061,0.005178
0.099135,0.005236
0.100209,0.005294
0.101284,0.005352
0.101054,0.005329
0.100823,0.005306
0.100593,0.005282
0.100363,0.005259
0.100133,0.005236
0.099903,0.005212
0.099672,0.005189
0.099442,0.005166
0.099212,0.005143
0.098982,0.005119
0.098752,0.005096
0.098521,0.005073
0.098291,0.005050
0.098061,0.005026
0.097831,0.005003
0.097601,0.004980
0.097370,0.004956
0.097140,0.004933
0.096910,0.004910
0.096680,0.004887
0.096833,0.004898
0.096987,0.004910
0.097140,0.004922
0.097294,0.004933
0.097447,0.004945
0.097601,0.004956
0.097754,0.004968
0.097908,0.004980
0.098061,0.004991
0.098215,0.005003
0.098368,0.005015
0.098521,0.005026
0.098675,0.005038
0.098828,0.005050
0.098982,0.005061
0.099135,0.005073
0.099289,0.005084
0.099442,0.005096
0.099596,0.005108
0.099749,0.005119
0.099826,0.005119
0.099826,0.005119
0.099903,0.005119
0.099903,0.005119
0.099979,0.005119
0.099979,0.005119
0.100056,0.005119
0.100056,0.005119
0.100133,0.005119
0.100133,0.005119
0.100209,0.005119
0.100209,0.005119
0.100286,0.005119
0.100286,0.005119
0.100363,0.005119
0.100363,0.005119
0.100440,0.005119
0.100440,0.005119
0.100516,0.005119
0.100516,0.005119
0.099826,0.005084
0.099135,0.005050
0.098445,0.005015
0.097754,0.004980
0.097064,0.004945
0.096373,0.004910
0.095682,0.004875
0.094992,0.004840
0.094301,0.004805
0.093611,0.004770
0.092920,0.004735
0.092230,0.004701
0.091539,0.004666
0.090848,0.004631
0.090158,0.004596
0.089467,0.004561
0.088777,0.004526
0.088086,0.004491
0.087396,0.004456
0.086705,0.004421
0.086628,0.004410
0.086475,0.004398
0.086398,0.004386
0.086245,0.004375
0.086168,0.004363
0.086014,0.004351
0.085938,0.004340
0.085784,0.004328
0.085708,0.004317
0.085554,0.004305
0.085477,0.004293
0.085324,0.004282
0.085247,0.004270
0.085094,0.004258
0.085017,0.004247
0.084863,0.004235
0.084787,0.004223
0.084633,0.004212
0.084557,0.004200
0.084403,0.004189
0.083943,0.004165
0.083406,0.004142
0.082945,0.004119
0.082408,0.004096
0.081948,0.004072
0.081411,0.004049
0.080950,0.004026
0.080413,0.004002
0.079953,0.003979
0.079416,0.003956
0.078955,0.003933
0.078418,0.003909
0.077958,0.003886
0.077421,0.003863
0.076960,0.003840
0.076423,0.003816
0.075924,0.003793
0.075426,0.003770
0.074927,0.003746
0.074428,0.003723
0.075004,0.003746
0.075579,0.003770
0.076155,0.003793
0.076730,0.003816
0.077344,0.003840
0.077881,0.003863
0.078495,0.003886
0.079032,0.003909
0.079646,0.003933
0.080183,0.003956
0.080797,0.003979
0.081334,0.004002
0.081948,0.004026
0.082485,0.004049
0.083099,0.004072
0.083636,0.004096
0.084250,0.004119
0.084787,0.004142
0.085401,0.004165
0.085938,0.004189
0.085784,0.004177
0.085554,0.004165
0.085401,0.004154
0.085170,0.004142
0.085017,0.004130
0.084787,0.004119
0.084633,0.004107
0.084403,0.004096
0.084250,0.004084
0.084019,0.004072
0.083866,0.004061
0.083636,0.004049
0.083482,0.004037
0.083252,0.004026
0.083099,0.004014
0.082868,0.004002
0.082715,0.003991
0.082485,0.003979
0.082331,0.003968
0.082101,0.003956
0.081718,0.003944
0.081257,0.003933
0.080874,0.003921
0.080413,0.003909
0.080029,0.003898
0.079569,0.003886
0.079185,0.003874
0.078725,0.003863
0.078341,0.003851
0.077881,0.003840
0.077497,0.003828
0.077037,0.003816
0.076615,0.003805
0.076193,0.003793
0.075771,0.003781
0.075349,0.003770
0.074927,0.003758
0.074505,0.003746
0.074083,0.003735
0.073661,0.003723
0.073584,0.003712
0.073507,0.003700
0.073431,0.003688
0.073354,0.003677
0.073277,0.003665
0.073201,0.003653
0.073124,0.003642
0.073047,0.003630
0.072970,0.003618
0.072894,0.003607
0.072817,0.003595
0.072740,0.003584
0.072663,0.003572
0.072587,0.003560
0.072510,0.003549
0.072433,0.003537
0.072356,0.003525
0.072280,0.003514
0.072203,0.003502
0.072126,0.003490
0.071781,0.003479
0.071436,0.003467
0.071090,0.003456
0.070745,0.003444
0.070400,0.003432
0.070055,0.003421
0.069709,0.003409
0.069364,0.003397
0.069019,0.003386
0.068673,0.003374
0.068328,0.003363
0.067983,0.003351
0.067638,0.003339
0.067292,0.003328
0.066947,0.003316
0.066602,0.003304
0.066256,0.003293
0.065911,0.003281
0.065566,0.003269
0.065221,0.003258
0.064683,0.003223
0.064146,0.003188
0.063609,0.003153
0.063072,0.003118
0.062535,0.003083
0.061998,0.003048
0.061461,0.003013
0.060924,0.002979
0.060387,0.002944
0.059849,0.002909
0.059312,0.002874
0.058775,0.002839
0.058238,0.002804
0.057701,0.002769
0.057164,0.002734
0.056627,0.002699
0.056090,0.002664
0.055553,0.002629
0.055015,0.002595
0.054478,0.002560
0.054517,0.002560
0.054555,0.002560
0.054593,0.002560
0.054632,0.002560
0.054670,0.002560
0.054709,0.002560
0.054747,0.002560
0.054785,0.002560
0.054824,0.002560
0.054862,0.002560
0.054900,0.002560
0.054939,0.002560
0.054977,0.002560
0.055015,0.002560
0.055054,0.002560
0.055092,0.002560
0.055131,0.002560
0.055169,0.002560
0.055207,0.002560
0.055246,0.002560
0.055207,0.002560
0.055169,0.002560
0.055131,0.002560
0.055092,0.002560
0.055054,0.002560
0.055015,0.002560
0.054977,0.002560
0.054939,0.002560
0.054900,0.002560
0.054862,0.002560
0.054824,0.002560
0.054785,0.002560
0.054747,0.002560
0.054709,0.002560
0.054670,0.002560
0.054632,0.002560
0.054593,0.002560
0.054555,0.002560
0.054517,0.002560
0.054478,0.002560
0.053903,0.002536
0.053327,0.002513
0.052752,0.002490
0.052176,0.002467
0.051601,0.002443
0.051026,0.002420
0.050450,0.002397
0.049875,0.002374
0.049299,0.002350
0.048724,0.002327
0.048148,0.002304
0.047573,0.002280
0.046997,0.002257
0.046422,0.002234
0.045846,0.002211
0.045271,0.002187
0.044695,0.002164
0.044120,0.002141
0.043544,0.002118
0.042969,0.002094
0.043621,0.002118
0.044273,0.002141
0.044925,0.002164
0.045578,0.002187
0.046230,0.002211
0.046882,0.002234
0.047534,0.002257
0.048186,0.002280
0.048839,0.002304
0.049491,0.002327
0.050143,0.002350
0.050795,0.002374
0.051448,0.002397
0.052100,0.002420
0.052752,0.002443
0.053404,0.002467
0.054056,0.002490
0.054709,0.002513
0.055361,0.002536
0.056013,0.002560
0.054363,0.002490
0.052714,0.002420
0.051064,0.002350
0.049414,0.002280
0.047764,0.002211
0.046115,0.002141
0.044465,0.002071
0.042815,0.002001
0.041166,0.001931
0.039516,0.001862
0.037866,0.001792
0.036217,0.001722
0.034567,0.001652
0.032917,0.001582
0.031268,0.001513
0.029618,0.001443
0.027968,0.001373
0.026318,0.001303
0.024669,0.001233
0.023019,0.001163
0.024515,0.001222
0.026012,0.001280
0.027508,0.001338
0.029004,0.001396
0.030500,0.001454
0.031996,0.001513
0.033493,0.001571
0.034989,0.001629
0.036485,0.001687
0.037981,0.001745
0.039478,0.001803
0.040974,0.001862
0.042470,0.001920
0.043966,0.001978
0.045463,0.002036
0.046959,0.002094
0.048455,0.002152
0.049951,0.002211
0.051448,0.002269
0.052944,0.002327
0.051831,0.002280
0.050719,0.002234
0.049606,0.002187
0.048493,0.002141
0.047381,0.002094
0.046268,0.002048
0.045156,0.002001
0.044043,0.001955
0.042930,0.001908
0.041818,0.001862
0.040705,0.001815
0.039593,0.001769
0.038480,0.001722
0.037368,0.001675
0.036255,0.001629
0.035142,0.001582
0.034030,0.001536
0.032917,0.001489
0.031805,0.001443
0.030692,0.001396
0.030385,0.001385
0.030078,0.001373
0.029771,0.001361
0.029464,0.001350
0.029157,0.001338
0.028851,0.001326
0.028544,0.001315
0.028237,0.001303
0.027930,0.001291
0.027623,0.001280
0.027316,0.001268
0.027009,0.001257
0.026702,0.001245
0.026395,0.001233
0.026088,0.001222
0.025781,0.001210
0.025474,0.001198
0.025167,0.001187
0.024861,0.001175
0.024554,0.001163
0.023863,0.001129
0.023172,0.001094
0.022482,0.001059
0.021791,0.001024
0.021101,0.000989
0.020410,0.000954
0.019720,0.000919
0.019029,0.000884
0.018338,0.000849
0.017648,0.000814
0.016957,0.000780
0.016267,0.000745
0.015576,0.000710
0.014886,0.000675
0.014195,0.000640
0.013504,0.000605
0.012814,0.000570
0.012123,0.000535
0.011433,0.000500
0.010742,0.000465
